Run 1696281871
event 1
pion           0.345958       0.12476        2.25254        2.28635        0.00070922     -0.0323628     -0.237135      1.2554e-08     
V              0.246179       0.101692       1.86271        1.8833         0.00070922     -0.0323628     -0.237135      1.2554e-08     
DM             0.0317861      0.0431277      0.398839       0.4026         0.00070922     -0.0323628     -0.237135      1.2554e-08     
Recoil_DM      0.0282209      0.0440113      0.345068       0.349213       21.8155        29.5661        273.485        9.34203e-07    
electron       0.00356526     -0.00088361    0.0537701      0.0538978      21.8155        29.5661        273.485        9.34203e-07    

endevent 53

event 54
pion           0.390401       0.55265        4.87929        4.92784        -0.0987166     0.114905       1.90677        1.9716e-08     
V              0.375668       0.466235       4.15037        4.19366        -0.0987166     0.114905       1.90677        1.9716e-08     
DM             0.200168       0.262091       2.43201        2.4543         -0.0987166     0.114905       1.90677        1.9716e-08     
Recoil_DM      0.16496        0.232432       2.1851         2.20364        136.02         178.343        1655.73        5.58682e-06    
